,person,offer_id,time_x,time_y,time,offer_type,duration
18,0082fd87c18f45f2be70dbcbb0fb8aad,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,348.0,366.0,bogo,7
19,00840a2ca5d2408e982d56544dc14ffd,2906b810c7d4411798c6938adc9daaa5,0,510.0,540.0,discount,7
20,00840a2ca5d2408e982d56544dc14ffd,fafdcd668e3743c1bb461111dcafc2a4,168,204.0,246.0,discount,10
21,0091d2b6a5ea4defaa8393e4e816db60,4d5c57ea9a6940dd891ad53e9dbe8da0,0,6.0,6.0,bogo,5
22,0091d2b6a5ea4defaa8393e4e816db60,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,252.0,300.0,discount,10
23,0091d2b6a5ea4defaa8393e4e816db60,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,408.0,bogo,5
24,0091d2b6a5ea4defaa8393e4e816db60,f19421c1d4aa40978ebb69ca19b0e20d,504,510.0,540.0,bogo,5
25,0099bf30e4cb4265875266eb3eb25eab,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,234.0,discount,10
26,00a794f62b9a48beb58f8f6c02c2f1a6,f19421c1d4aa40978ebb69ca19b0e20d,504,504.0,534.0,bogo,5
27,00ae03011f9f49b8a4b3e6d416678b0b,2298d6c36e964ae4a3e7e9706d1fb8c2,336,336.0,402.0,discount,7
28,00ae03011f9f49b8a4b3e6d416678b0b,2298d6c36e964ae4a3e7e9706d1fb8c2,576,606.0,618.0,discount,7
29,00b18b535d6d4f779dea4dc9ac451478,2298d6c36e964ae4a3e7e9706d1fb8c2,0,6.0,156.0,discount,7
30,00b18b535d6d4f779dea4dc9ac451478,2298d6c36e964ae4a3e7e9706d1fb8c2,168,174.0,228.0,discount,7
31,00b18b535d6d4f779dea4dc9ac451478,fafdcd668e3743c1bb461111dcafc2a4,576,576.0,702.0,discount,10
32,00b3400e4ff64ee68ce9ada1d0c222f0,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,606.0,discount,10
33,00b3c376db2a4115af3aef34a02f61d6,ae264e3637204a6fb9bb56bc8210ddfd,168,204.0,252.0,bogo,7
34,00bbce6533f44ddeaf4dd32bcab55441,2906b810c7d4411798c6938adc9daaa5,408,408.0,468.0,discount,7
35,00bbce6533f44ddeaf4dd32bcab55441,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,504.0,576.0,bogo,7
36,00bc42a62f884b41a13cc595856cf7c3,2906b810c7d4411798c6938adc9daaa5,0,6.0,18.0,discount,7
37,00bc42a62f884b41a13cc595856cf7c3,ae264e3637204a6fb9bb56bc8210ddfd,336,372.0,390.0,bogo,7
38,00bc42a62f884b41a13cc595856cf7c3,2298d6c36e964ae4a3e7e9706d1fb8c2,408,408.0,486.0,discount,7
39,00bc42a62f884b41a13cc595856cf7c3,fafdcd668e3743c1bb461111dcafc2a4,576,582.0,618.0,discount,10
40,00bc983061d3471e8c8e74d31b7c8b6f,ae264e3637204a6fb9bb56bc8210ddfd,168,264.0,282.0,bogo,7
41,00c20a9202d5475190b31a24de6fb06d,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,54.0,bogo,5
42,00c20a9202d5475190b31a24de6fb06d,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,558.0,594.0,discount,10
43,00c20a9202d5475190b31a24de6fb06d,4d5c57ea9a6940dd891ad53e9dbe8da0,576,576.0,576.0,bogo,5
44,00c2f812f4604c8893152a5c6572030e,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0.0,582.0,bogo,5
45,00c6035df45840038a72766c6d27a0db,fafdcd668e3743c1bb461111dcafc2a4,0,6.0,48.0,discount,10
46,00c6035df45840038a72766c6d27a0db,ae264e3637204a6fb9bb56bc8210ddfd,168,180.0,180.0,bogo,7
47,00c6035df45840038a72766c6d27a0db,2298d6c36e964ae4a3e7e9706d1fb8c2,576,582.0,594.0,discount,7
48,00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,336,342.0,342.0,discount,7
49,00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,576,588.0,666.0,discount,7
50,00cf1bbec83f4a658f8994e556db4633,fafdcd668e3743c1bb461111dcafc2a4,168,174.0,564.0,discount,10
51,00cf1bbec83f4a658f8994e556db4633,2906b810c7d4411798c6938adc9daaa5,504,516.0,564.0,discount,7
52,00d6dc87be4146ceb47fcd4baaaf6477,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,12.0,36.0,bogo,7
53,00d6dc87be4146ceb47fcd4baaaf6477,f19421c1d4aa40978ebb69ca19b0e20d,336,348.0,354.0,bogo,5
54,00d6dc87be4146ceb47fcd4baaaf6477,fafdcd668e3743c1bb461111dcafc2a4,504,504.0,504.0,discount,10
55,00d6dc87be4146ceb47fcd4baaaf6477,4d5c57ea9a6940dd891ad53e9dbe8da0,576,642.0,642.0,bogo,5
56,00d791e20c564add8056498e40eb56cc,2298d6c36e964ae4a3e7e9706d1fb8c2,0,6.0,102.0,discount,7
57,00d791e20c564add8056498e40eb56cc,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,414.0,bogo,5
58,00d791e20c564add8056498e40eb56cc,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,510.0,582.0,bogo,7
59,00d7c95f793a4212af44e632fdc1e431,4d5c57ea9a6940dd891ad53e9dbe8da0,0,12.0,84.0,bogo,5
60,00d7c95f793a4212af44e632fdc1e431,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,498.0,504.0,bogo,7
61,00d7c95f793a4212af44e632fdc1e431,fafdcd668e3743c1bb461111dcafc2a4,576,654.0,666.0,discount,10
62,00d91c5919514448bc4f718e4e3f26ab,ae264e3637204a6fb9bb56bc8210ddfd,504,582.0,708.0,bogo,7
63,00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,426.0,discount,10
64,00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,618.0,discount,10
65,00e52682848542c3a6f59b7824e9a5c5,0b1e1539f2cc45b7b9fa7c272da2e1d7,408,522.0,624.0,discount,10
66,00e8d701c583461e81cc10053681a12b,2298d6c36e964ae4a3e7e9706d1fb8c2,168,276.0,324.0,discount,7
67,00ed7e22b32749cfafbfd88592d401d4,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,174.0,198.0,bogo,7
68,00ed7e22b32749cfafbfd88592d401d4,fafdcd668e3743c1bb461111dcafc2a4,504,516.0,522.0,discount,10
69,00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,0,0.0,6.0,bogo,7
70,00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,594.0,642.0,discount,10
71,00fdd4416dec40b49180814c0a7c8d76,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,600.0,discount,10
72,0103de989e084e0fab400e80678d7591,fafdcd668e3743c1bb461111dcafc2a4,336,384.0,384.0,discount,10
73,0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,588.0,bogo,5
74,0106d19a26af41288035afc4b9b6c2c2,f19421c1d4aa40978ebb69ca19b0e20d,576,606.0,672.0,bogo,5
75,01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,0,6.0,12.0,discount,7
76,01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,408,414.0,456.0,discount,7
77,0121fe001b7a404fa9cbe486f8944baf,fafdcd668e3743c1bb461111dcafc2a4,504,516.0,516.0,discount,10
78,0123564dbaf144a88a418c33b6350c17,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,36.0,discount,10
79,013094309e1b49e095c098df412d125d,2298d6c36e964ae4a3e7e9706d1fb8c2,0,12.0,108.0,discount,7
80,013094309e1b49e095c098df412d125d,2906b810c7d4411798c6938adc9daaa5,168,288.0,330.0,discount,7
81,013094309e1b49e095c098df412d125d,f19421c1d4aa40978ebb69ca19b0e20d,336,348.0,384.0,bogo,5
82,01380da907f8495496679c795867790b,4d5c57ea9a6940dd891ad53e9dbe8da0,168,168.0,216.0,bogo,5
83,01380da907f8495496679c795867790b,f19421c1d4aa40978ebb69ca19b0e20d,336,366.0,396.0,bogo,5
84,013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,168,174.0,222.0,bogo,5
85,013f2c82889f4641a9b847a48861cce0,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,336.0,336.0,discount,10
86,013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,504,504.0,528.0,bogo,5
87,01443a2afce54939a323c978f467c540,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,342.0,bogo,5
88,01443a2afce54939a323c978f467c540,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,438.0,438.0,bogo,7
89,01443a2afce54939a323c978f467c540,fafdcd668e3743c1bb461111dcafc2a4,504,510.0,510.0,discount,10
90,01443a2afce54939a323c978f467c540,ae264e3637204a6fb9bb56bc8210ddfd,576,576.0,606.0,bogo,7
91,014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,336,336.0,348.0,discount,10
92,014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,618.0,discount,10
93,0157e63b39c5456393026c6c03f3d84a,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,168.0,234.0,discount,10
94,0157e63b39c5456393026c6c03f3d84a,4d5c57ea9a6940dd891ad53e9dbe8da0,408,426.0,432.0,bogo,5
95,015c3d28c67e46aa95e9ec97c27220e8,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0.0,12.0,discount,7
96,015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,186.0,discount,10
97,015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,408.0,discount,10
98,015c3d28c67e46aa95e9ec97c27220e8,2906b810c7d4411798c6938adc9daaa5,504,510.0,618.0,discount,7
99,015c3d28c67e46aa95e9ec97c27220e8,ae264e3637204a6fb9bb56bc8210ddfd,576,582.0,618.0,bogo,7
100,015ef929e016415098eeae8ce59da721,2906b810c7d4411798c6938adc9daaa5,408,630.0,708.0,discount,7
101,016086228d58476599d0b47881c25509,2906b810c7d4411798c6938adc9daaa5,576,594.0,648.0,discount,7
102,01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,336,336.0,336.0,bogo,7
103,01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,408,408.0,414.0,bogo,7
104,01633b71b3a2457aa7d35d8bcc3afb5a,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,552.0,600.0,discount,10
105,01633b71b3a2457aa7d35d8bcc3afb5a,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,600.0,discount,10
106,016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,408,432.0,432.0,discount,10
107,016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,576,600.0,678.0,discount,10
108,017160c1cdb845d48abec3c330b4427e,ae264e3637204a6fb9bb56bc8210ddfd,504,540.0,570.0,bogo,7
109,01772eae932447f9a853461a60820dc6,f19421c1d4aa40978ebb69ca19b0e20d,0,66.0,420.0,bogo,5
110,01784d3e205548a594ba3fcdbdaaf17d,4d5c57ea9a6940dd891ad53e9dbe8da0,408,444.0,516.0,bogo,5
111,01784d3e205548a594ba3fcdbdaaf17d,ae264e3637204a6fb9bb56bc8210ddfd,504,516.0,516.0,bogo,7
112,017a93d1204f457bbe85f5e7de062b56,2906b810c7d4411798c6938adc9daaa5,408,468.0,468.0,discount,7
113,017a93d1204f457bbe85f5e7de062b56,f19421c1d4aa40978ebb69ca19b0e20d,576,576.0,594.0,bogo,5
114,017febbe52e64ac19cf28cf0d44386e4,ae264e3637204a6fb9bb56bc8210ddfd,0,0.0,60.0,bogo,7
115,017febbe52e64ac19cf28cf0d44386e4,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,204.0,204.0,bogo,7
116,017febbe52e64ac19cf28cf0d44386e4,2298d6c36e964ae4a3e7e9706d1fb8c2,408,444.0,510.0,discount,7
117,01873cc8de734961949af7c04b2e9872,fafdcd668e3743c1bb461111dcafc2a4,336,348.0,396.0,discount,10
118,01887dcd32b64feb807e2436548b6c87,2298d6c36e964ae4a3e7e9706d1fb8c2,408,408.0,570.0,discount,7
119,01887dcd32b64feb807e2436548b6c87,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,522.0,570.0,bogo,7
120,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,66.0,bogo,5
121,018a49ffb8cf4812903e7c1f56fbb0b0,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,420.0,420.0,bogo,7
122,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,558.0,bogo,5
123,018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,594.0,bogo,5
124,018b8f83176d471db63d9733c741fc8a,f19421c1d4aa40978ebb69ca19b0e20d,168,192.0,228.0,bogo,5
125,018b8f83176d471db63d9733c741fc8a,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,456.0,552.0,bogo,7
126,01925607d99c460996c281f17cdbb9e2,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,336.0,bogo,5
127,01925607d99c460996c281f17cdbb9e2,4d5c57ea9a6940dd891ad53e9dbe8da0,408,450.0,510.0,bogo,5
128,01956670cf414b309675aa73368b94a9,4d5c57ea9a6940dd891ad53e9dbe8da0,0,24.0,72.0,bogo,5
129,01956670cf414b309675aa73368b94a9,2298d6c36e964ae4a3e7e9706d1fb8c2,168,234.0,282.0,discount,7
130,01956670cf414b309675aa73368b94a9,2906b810c7d4411798c6938adc9daaa5,336,384.0,420.0,discount,7
131,0199681637524988a14245632b8376af,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,24.0,bogo,5
132,0199681637524988a14245632b8376af,4d5c57ea9a6940dd891ad53e9dbe8da0,336,336.0,384.0,bogo,5
133,0199681637524988a14245632b8376af,ae264e3637204a6fb9bb56bc8210ddfd,504,510.0,516.0,bogo,7
134,019be0c6f8fd4000b1967c7308b4bdf4,fafdcd668e3743c1bb461111dcafc2a4,0,6.0,18.0,discount,10
135,019be0c6f8fd4000b1967c7308b4bdf4,2906b810c7d4411798c6938adc9daaa5,504,534.0,546.0,discount,7
136,019ed95d987446e3947da0246cdab831,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,24.0,78.0,bogo,7
137,01a202a9021e40aeaa5451a5d134c16c,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,126.0,discount,10
138,01a5e8b57bc04e0292525f3e2817fa17,2298d6c36e964ae4a3e7e9706d1fb8c2,0,18.0,90.0,discount,7
139,01ab25c31f034f85bc4ac9d286fb7a76,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,300.0,discount,10
140,01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,342.0,426.0,bogo,7
141,01ab25c31f034f85bc4ac9d286fb7a76,ae264e3637204a6fb9bb56bc8210ddfd,504,516.0,546.0,bogo,7
142,01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,582.0,606.0,bogo,7
143,01ac633821f0498893320b41b5b22dfc,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,198.0,204.0,bogo,7
144,01ac633821f0498893320b41b5b22dfc,fafdcd668e3743c1bb461111dcafc2a4,504,522.0,528.0,discount,10
145,01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,408,420.0,558.0,discount,7
146,01b6d7e8f0884deb936a8a7f15dba895,fafdcd668e3743c1bb461111dcafc2a4,504,510.0,558.0,discount,10
147,01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0.0,108.0,discount,7
148,01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,336,336.0,360.0,discount,7
149,01e09d713abe4a36a70a33fe4b40534e,4d5c57ea9a6940dd891ad53e9dbe8da0,408,420.0,426.0,bogo,5
150,01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,168,174.0,186.0,discount,10
151,01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,504,570.0,612.0,discount,10
152,01e91c5bc14148b2a4de0ce819e4c500,f19421c1d4aa40978ebb69ca19b0e20d,408,414.0,426.0,bogo,5
153,01ef4c6618b64334a15914ff9963eaac,2298d6c36e964ae4a3e7e9706d1fb8c2,336,336.0,384.0,discount,7
154,01f33ff554d0443a9841adfd66d253f6,2906b810c7d4411798c6938adc9daaa5,336,336.0,378.0,discount,7
155,01f46a5191424005af436cdf48a5da7c,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,6.0,12.0,bogo,7
156,01f46a5191424005af436cdf48a5da7c,ae264e3637204a6fb9bb56bc8210ddfd,336,336.0,384.0,bogo,7
157,01f663b988964a4caca8b19abecb551d,fafdcd668e3743c1bb461111dcafc2a4,336,336.0,336.0,discount,10
158,01ff6c5d8d014dbd8c120e2b43a065ea,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,432.0,444.0,bogo,7
159,01ff6c5d8d014dbd8c120e2b43a065ea,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,606.0,bogo,5
160,0200f61c69da4c2ea078842cdaf234e6,4d5c57ea9a6940dd891ad53e9dbe8da0,0,42.0,90.0,bogo,5
161,0200f61c69da4c2ea078842cdaf234e6,2298d6c36e964ae4a3e7e9706d1fb8c2,168,180.0,228.0,discount,7
162,0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,336,420.0,450.0,discount,7
163,020354b1aea342cbaa018993f68fba68,2298d6c36e964ae4a3e7e9706d1fb8c2,0,24.0,666.0,discount,7
164,0206e1388c34454caba2b7fce3123943,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0.0,0.0,bogo,5
165,0206e1388c34454caba2b7fce3123943,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,414.0,bogo,5
166,020be6e9805649858595dfbaab15ccd7,2298d6c36e964ae4a3e7e9706d1fb8c2,504,504.0,570.0,discount,7
167,020cd0f8047142e18a754303f9337d53,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,414.0,bogo,5
168,020d72e77c704c42bb0a858c1aaa3bcd,4d5c57ea9a6940dd891ad53e9dbe8da0,168,168.0,168.0,bogo,5
169,020d72e77c704c42bb0a858c1aaa3bcd,f19421c1d4aa40978ebb69ca19b0e20d,408,438.0,522.0,bogo,5
170,020d72e77c704c42bb0a858c1aaa3bcd,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,510.0,528.0,discount,10
171,0215efe5136d4a038cb81eae92d59368,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,6.0,discount,10
172,0215efe5136d4a038cb81eae92d59368,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,342.0,534.0,discount,10
173,0215efe5136d4a038cb81eae92d59368,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,534.0,bogo,5
174,0215efe5136d4a038cb81eae92d59368,2298d6c36e964ae4a3e7e9706d1fb8c2,576,588.0,618.0,discount,7
175,021616b8deea46438e3badc7fca5894d,4d5c57ea9a6940dd891ad53e9dbe8da0,0,18.0,96.0,bogo,5
176,021616b8deea46438e3badc7fca5894d,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,234.0,discount,10
177,0217c4393fd54e74a523b63c0fcc3da5,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,426.0,bogo,5
178,0218964095c94da0bfac44cf40c9343f,fafdcd668e3743c1bb461111dcafc2a4,336,348.0,354.0,discount,10
179,021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,0,84.0,174.0,discount,7
180,021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,168,168.0,576.0,discount,7
181,021adce38ab34ede96422ae107643fd5,2298d6c36e964ae4a3e7e9706d1fb8c2,576,576.0,576.0,discount,7
182,021c1940868647efbcb40ccdb942813b,fafdcd668e3743c1bb461111dcafc2a4,168,192.0,366.0,discount,10
183,021c1940868647efbcb40ccdb942813b,f19421c1d4aa40978ebb69ca19b0e20d,336,348.0,366.0,bogo,5
184,021c1940868647efbcb40ccdb942813b,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,624.0,bogo,5
185,021c1940868647efbcb40ccdb942813b,ae264e3637204a6fb9bb56bc8210ddfd,576,594.0,624.0,bogo,7
186,0222d267445f4f078bc325224e471766,fafdcd668e3743c1bb461111dcafc2a4,504,534.0,714.0,discount,10
187,0225045e245f4b7289cc55c0b5870ae2,fafdcd668e3743c1bb461111dcafc2a4,408,480.0,588.0,discount,10
188,022f5553a0704b53ba26f2d23cb1234d,fafdcd668e3743c1bb461111dcafc2a4,168,174.0,174.0,discount,10
189,022f5553a0704b53ba26f2d23cb1234d,fafdcd668e3743c1bb461111dcafc2a4,408,438.0,444.0,discount,10
190,022f5553a0704b53ba26f2d23cb1234d,f19421c1d4aa40978ebb69ca19b0e20d,576,606.0,612.0,bogo,5
191,0231c913a51e420783be6bdeb75aa842,2298d6c36e964ae4a3e7e9706d1fb8c2,0,66.0,144.0,discount,7
192,0231c913a51e420783be6bdeb75aa842,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,528.0,bogo,5
193,0231c913a51e420783be6bdeb75aa842,2298d6c36e964ae4a3e7e9706d1fb8c2,504,594.0,612.0,discount,7
194,023411b8a45a4715979dae6cec425a8b,2298d6c36e964ae4a3e7e9706d1fb8c2,336,372.0,498.0,discount,7
195,023a42cf62f742b795a975d56955e220,fafdcd668e3743c1bb461111dcafc2a4,0,18.0,96.0,discount,10
196,023a42cf62f742b795a975d56955e220,2298d6c36e964ae4a3e7e9706d1fb8c2,576,684.0,714.0,discount,7
197,024218e67fa549a4a0a99b32b7b6fbf9,2298d6c36e964ae4a3e7e9706d1fb8c2,168,174.0,246.0,discount,7
198,024218e67fa549a4a0a99b32b7b6fbf9,2298d6c36e964ae4a3e7e9706d1fb8c2,576,576.0,606.0,discount,7
199,0246e7cc7a3d4a98a940cb13776b5b55,fafdcd668e3743c1bb461111dcafc2a4,504,522.0,582.0,discount,10
200,0246e7cc7a3d4a98a940cb13776b5b55,fafdcd668e3743c1bb461111dcafc2a4,576,606.0,624.0,discount,10
201,0246f8fdf0b64014a98822b70231c58d,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,366.0,450.0,bogo,7
202,0246f8fdf0b64014a98822b70231c58d,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,426.0,450.0,bogo,7
203,0251876076024444864473545adce065,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,48.0,90.0,bogo,7
204,0251876076024444864473545adce065,2298d6c36e964ae4a3e7e9706d1fb8c2,168,198.0,306.0,discount,7
205,027561a162a54d86b6d45af5071c4d27,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,336.0,474.0,bogo,7
206,027596e6ed19471392923eb833b25fd3,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,606.0,discount,10
207,0276c9a3092d4f79a29d61a1462f9b4d,2906b810c7d4411798c6938adc9daaa5,0,12.0,30.0,discount,7
208,0276c9a3092d4f79a29d61a1462f9b4d,2298d6c36e964ae4a3e7e9706d1fb8c2,168,168.0,174.0,discount,7
209,0276c9a3092d4f79a29d61a1462f9b4d,2906b810c7d4411798c6938adc9daaa5,504,534.0,534.0,discount,7
210,027c18923c0146e58ccd615f6a62d82f,2906b810c7d4411798c6938adc9daaa5,168,174.0,228.0,discount,7
211,028a12f0ee584455850300886174f3d7,2906b810c7d4411798c6938adc9daaa5,0,18.0,36.0,discount,7
212,028c88a958e54c36a31c4800fd6e887b,2298d6c36e964ae4a3e7e9706d1fb8c2,408,468.0,480.0,discount,7
213,028c88a958e54c36a31c4800fd6e887b,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,522.0,558.0,bogo,7
214,0295719cd357460cbab54f2392b01d19,2298d6c36e964ae4a3e7e9706d1fb8c2,504,522.0,558.0,discount,7
215,02a00d256444415da8460cd2a3457ea7,2906b810c7d4411798c6938adc9daaa5,168,306.0,336.0,discount,7
216,02a3aa431c1047be8eafec3dcd6b5fd0,0b1e1539f2cc45b7b9fa7c272da2e1d7,0,36.0,144.0,discount,10
217,02a3aa431c1047be8eafec3dcd6b5fd0,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,192.0,192.0,bogo,7
218,02a3aa431c1047be8eafec3dcd6b5fd0,4d5c57ea9a6940dd891ad53e9dbe8da0,336,336.0,354.0,bogo,5
219,02a3aa431c1047be8eafec3dcd6b5fd0,ae264e3637204a6fb9bb56bc8210ddfd,576,576.0,624.0,bogo,7
220,02a458e1233342b79caff81edbcc30a9,2298d6c36e964ae4a3e7e9706d1fb8c2,504,522.0,618.0,discount,7
