,person,offer_id,offer_type,event_x,time_x,event_y,time_y,event,time,duration,response,reward,web,email,mobile,social,difficulty,gender,age,became_member_on,income
22,2e87ba0fba1a4d1a8614af771f07a94d,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,30.0,offer completed,168.0,7.0,1,3,1,1,1,1,7,M,67,2017-02-26,76000.0
23,3a1242dda16248728e350c4bdeb21972,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,102.0,offer completed,108.0,5.0,1,10,1,1,1,1,10,F,53,2016-12-31,117000.0
24,3a1242dda16248728e350c4bdeb21972,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,102.0,offer completed,648.0,5.0,0,10,1,1,1,1,10,F,53,2016-12-31,117000.0
25,99e9a1916821461ebd5d5048dc2dff7d,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,18.0,5.0,1,5,1,1,1,1,5,F,58,2018-01-25,85000.0
26,fa7ccb17b2b14f32804d14f86ac87f04,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,36.0,offer completed,156.0,7.0,1,2,1,1,1,0,10,M,38,2017-02-11,66000.0
27,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,90.0,5.0,1,10,1,1,1,1,10,M,78,2015-11-11,58000.0
28,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,420.0,5.0,0,10,1,1,1,1,10,M,78,2015-11-11,58000.0
29,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,666.0,5.0,0,10,1,1,1,1,10,M,78,2015-11-11,58000.0
30,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,408.0,offer completed,420.0,5.0,0,10,1,1,1,1,10,M,78,2015-11-11,58000.0
31,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,408.0,offer completed,666.0,5.0,0,10,1,1,1,1,10,M,78,2015-11-11,58000.0
32,571b739ada3041fb8fbd20f23ce034f7,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,588.0,offer completed,666.0,5.0,0,10,1,1,1,1,10,M,78,2015-11-11,58000.0
33,816afd4505d047cf893275fbfe825590,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,84.0,10.0,1,2,1,1,1,1,10,F,54,2016-12-25,53000.0
34,816afd4505d047cf893275fbfe825590,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,648.0,10.0,0,2,1,1,1,1,10,F,54,2016-12-25,53000.0
35,68eee228713c429ebe1300155ad1fb33,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,108.0,7.0,1,3,1,1,1,1,7,F,49,2017-04-08,57000.0
36,9aba5058cb4f483da896335a1479a944,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,18.0,10.0,1,2,1,1,1,1,10,F,65,2017-09-09,119000.0
37,9aba5058cb4f483da896335a1479a944,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,12.0,offer completed,660.0,10.0,0,2,1,1,1,1,10,F,65,2017-09-09,119000.0
38,9aba5058cb4f483da896335a1479a944,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,588.0,offer completed,660.0,10.0,0,2,1,1,1,1,10,F,65,2017-09-09,119000.0
39,0ba6e2ad781c4429afd26cf0b35f2d11,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,120.0,offer completed,228.0,10.0,1,2,1,1,1,1,10,M,73,2018-04-01,51000.0
40,b5abc1e85be84f43937b4fca0ad238cb,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,30.0,offer completed,180.0,7.0,0,3,1,1,1,1,7,F,50,2017-05-06,93000.0
41,21c73d53e2a74bb1b4dc172bff2b1aad,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,60.0,7.0,1,3,1,1,1,1,7,M,66,2016-01-24,49000.0
42,21c73d53e2a74bb1b4dc172bff2b1aad,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,420.0,7.0,0,3,1,1,1,1,7,M,66,2016-01-24,49000.0
43,1abeb816d9fa49b4b5b5ae51bc3d24c3,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,96.0,offer completed,198.0,10.0,1,2,1,1,1,1,10,F,19,2016-10-15,73000.0
44,1abeb816d9fa49b4b5b5ae51bc3d24c3,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,96.0,offer completed,198.0,10.0,1,2,1,1,1,1,10,F,19,2016-10-15,73000.0
45,1abeb816d9fa49b4b5b5ae51bc3d24c3,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,180.0,offer completed,198.0,10.0,1,2,1,1,1,1,10,F,19,2016-10-15,73000.0
46,1abeb816d9fa49b4b5b5ae51bc3d24c3,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,180.0,offer completed,198.0,10.0,1,2,1,1,1,1,10,F,19,2016-10-15,73000.0
47,a9780228a1d04539afdee8b745e4be10,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,24.0,10.0,1,2,1,1,1,1,10,M,76,2016-04-07,63000.0
48,a9780228a1d04539afdee8b745e4be10,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,360.0,10.0,0,2,1,1,1,1,10,M,76,2016-04-07,63000.0
49,a9780228a1d04539afdee8b745e4be10,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,342.0,offer completed,360.0,10.0,0,2,1,1,1,1,10,M,76,2016-04-07,63000.0
50,94f14dcfedba47e18b7efca13dd7574b,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,30.0,offer completed,54.0,5.0,1,10,1,1,1,1,10,M,52,2017-05-15,78000.0
51,94f14dcfedba47e18b7efca13dd7574b,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,30.0,offer completed,618.0,5.0,0,10,1,1,1,1,10,M,52,2017-05-15,78000.0
52,94f14dcfedba47e18b7efca13dd7574b,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,564.0,offer completed,618.0,5.0,0,10,1,1,1,1,10,M,52,2017-05-15,78000.0
53,716a961d2afb4c1d8307522a8cbb4f07,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,24.0,7.0,1,3,1,1,1,1,7,M,18,2016-07-27,47000.0
54,716a961d2afb4c1d8307522a8cbb4f07,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,228.0,7.0,0,3,1,1,1,1,7,M,18,2016-07-27,47000.0
55,716a961d2afb4c1d8307522a8cbb4f07,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,210.0,offer completed,228.0,7.0,0,3,1,1,1,1,7,M,18,2016-07-27,47000.0
56,13033baa9d294c3c9165a00d71b72614,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,6.0,offer completed,18.0,7.0,1,2,1,1,1,0,10,M,53,2017-09-27,96000.0
57,2cf5895bddf9467e878c6d51a622d5fb,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,6.0,offer completed,66.0,5.0,1,5,1,1,1,1,5,F,64,2017-10-20,37000.0
58,17af917bb842480e925e49a8ca08c1f8,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,606.0,7.0,0,3,1,1,1,1,7,F,29,2018-03-21,58000.0
59,17af917bb842480e925e49a8ca08c1f8,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,540.0,offer completed,606.0,7.0,0,3,1,1,1,1,7,F,29,2018-03-21,58000.0
60,28de174a5c854dd1be3187dc6edae45b,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,150.0,offer completed,186.0,7.0,0,2,1,1,1,0,10,F,59,2015-09-09,85000.0
61,d7dc31e069124ef49e1bb937cb89f41c,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,6.0,offer completed,78.0,5.0,1,10,1,1,1,1,10,M,42,2017-02-09,80000.0
62,d8567f1400d8486cb31c6abba64389ec,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,342.0,offer completed,444.0,7.0,0,10,0,1,1,1,10,M,38,2017-10-19,64000.0
63,c382ccba648a45b0bb55f3465df838aa,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,168.0,offer completed,210.0,7.0,0,3,1,1,1,1,7,F,36,2017-09-25,57000.0
64,8a37057f57c4495fb98dfcc8b909b09f,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,24.0,10.0,1,2,1,1,1,1,10,F,53,2016-04-27,85000.0
65,11da2f066d3943699d10b61fd276fd1a,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,66.0,offer completed,120.0,10.0,1,5,1,1,0,0,20,M,51,2016-08-10,92000.0
66,041fd7c6b796430a867c4e03d2ff8f4d,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,552.0,offer completed,648.0,10.0,0,5,1,1,0,0,20,M,77,2014-10-11,66000.0
67,041fd7c6b796430a867c4e03d2ff8f4d,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,552.0,offer completed,702.0,10.0,0,5,1,1,0,0,20,M,77,2014-10-11,66000.0
68,348bdc19d65f49b8b98f72c59e64cd89,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,12.0,offer completed,78.0,7.0,1,10,0,1,1,1,10,F,50,2017-11-08,69000.0
69,791ffe6d3dc848d2b233129a8096f7ab,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,24.0,offer completed,228.0,7.0,0,3,1,1,1,1,7,F,57,2016-03-29,89000.0
70,791ffe6d3dc848d2b233129a8096f7ab,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,210.0,offer completed,228.0,7.0,0,3,1,1,1,1,7,F,57,2016-03-29,89000.0
71,b818e955451b47db9fc8767fa45e464e,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,366.0,offer completed,444.0,7.0,0,3,1,1,1,1,7,M,61,2017-08-15,44000.0
72,d250372c924747d8ac9a8fa88f584bc3,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,6.0,offer completed,72.0,5.0,1,5,1,1,1,1,5,M,24,2017-02-12,61000.0
73,87efa556dd48400cb4231a273e088bcf,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,24.0,7.0,1,3,1,1,1,1,7,F,71,2017-12-07,105000.0
74,4e4c47b460b1414c8ddd459b61f84b9e,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,12.0,offer completed,24.0,7.0,1,5,1,1,1,0,5,F,69,2017-12-12,64000.0
75,4e4c47b460b1414c8ddd459b61f84b9e,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,12.0,offer completed,354.0,7.0,0,5,1,1,1,0,5,F,69,2017-12-12,64000.0
76,d1a6fe4c241e4dbf8a4da6fd6c714ac5,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,6.0,offer completed,42.0,7.0,1,5,1,1,1,0,5,M,62,2016-04-05,73000.0
77,d1a6fe4c241e4dbf8a4da6fd6c714ac5,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,6.0,offer completed,258.0,7.0,0,5,1,1,1,0,5,M,62,2016-04-05,73000.0
78,d1a6fe4c241e4dbf8a4da6fd6c714ac5,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,192.0,offer completed,258.0,7.0,0,5,1,1,1,0,5,M,62,2016-04-05,73000.0
79,cf5e1f22460c47868c548fc4ffc6dfec,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,66.0,offer completed,84.0,10.0,1,2,1,1,1,1,10,M,55,2016-06-07,79000.0
80,9df2790f060d430e94f17189042e5671,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,24.0,5.0,1,5,1,1,1,1,5,M,50,2017-12-25,70000.0
81,9df2790f060d430e94f17189042e5671,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,12.0,offer completed,438.0,5.0,0,5,1,1,1,1,5,M,50,2017-12-25,70000.0
82,9df2790f060d430e94f17189042e5671,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,420.0,offer completed,438.0,5.0,0,5,1,1,1,1,5,M,50,2017-12-25,70000.0
83,ae47fbe72b274838a2093c3e91bc03dc,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,6.0,offer completed,36.0,7.0,1,10,0,1,1,1,10,M,54,2017-02-16,118000.0
84,ae47fbe72b274838a2093c3e91bc03dc,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,6.0,offer completed,378.0,7.0,0,10,0,1,1,1,10,M,54,2017-02-16,118000.0
85,5549b705af144f9aa6ff76a1515fc908,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,42.0,offer completed,48.0,5.0,1,5,1,1,1,1,5,M,18,2018-04-21,46000.0
86,307245a5204947e5a9f952daffcad5f2,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,84.0,10.0,1,2,1,1,1,1,10,M,68,2016-03-05,62000.0
87,307245a5204947e5a9f952daffcad5f2,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,18.0,offer completed,180.0,10.0,1,2,1,1,1,1,10,M,68,2016-03-05,62000.0
88,307245a5204947e5a9f952daffcad5f2,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,168.0,offer completed,180.0,10.0,1,2,1,1,1,1,10,M,68,2016-03-05,62000.0
89,978d48db5c714a4490d904412f85b502,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,30.0,offer completed,36.0,5.0,1,10,1,1,1,1,10,F,76,2015-09-06,114000.0
90,978d48db5c714a4490d904412f85b502,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,30.0,offer completed,384.0,5.0,0,10,1,1,1,1,10,F,76,2015-09-06,114000.0
91,978d48db5c714a4490d904412f85b502,4d5c57ea9a6940dd891ad53e9dbe8da0,bogo,offer received,0,offer viewed,354.0,offer completed,384.0,5.0,0,10,1,1,1,1,10,F,76,2015-09-06,114000.0
92,8c410d84af08408fb41f953c93ffac27,2906b810c7d4411798c6938adc9daaa5,discount,offer received,0,offer viewed,102.0,offer completed,168.0,7.0,1,2,1,1,1,0,10,F,71,2018-04-08,56000.0
93,78e9be059fce46a1b610f74e0e812a4a,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,96.0,offer completed,162.0,10.0,1,5,1,1,0,0,20,F,77,2016-02-19,80000.0
94,78e9be059fce46a1b610f74e0e812a4a,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,96.0,offer completed,474.0,10.0,0,5,1,1,0,0,20,F,77,2016-02-19,80000.0
95,ad4fd34e9f7e4fd9ae627edd73ca2081,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,30.0,offer completed,90.0,7.0,1,5,1,1,1,0,5,F,68,2015-12-29,66000.0
96,c894971c9e414a358b84255199727636,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,60.0,7.0,1,3,1,1,1,1,7,M,30,2016-09-03,54000.0
97,c894971c9e414a358b84255199727636,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,354.0,7.0,0,3,1,1,1,1,7,M,30,2016-09-03,54000.0
98,c894971c9e414a358b84255199727636,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,504.0,7.0,0,3,1,1,1,1,7,M,30,2016-09-03,54000.0
99,c894971c9e414a358b84255199727636,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,402.0,offer completed,504.0,7.0,0,3,1,1,1,1,7,M,30,2016-09-03,54000.0
100,6f04a68e93df44d1b2329a399016452b,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,144.0,7.0,1,3,1,1,1,1,7,M,49,2018-02-04,48000.0
101,00c6035df45840038a72766c6d27a0db,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,48.0,10.0,1,2,1,1,1,1,10,M,47,2017-02-25,86000.0
102,fffad4f4828548d1b5583907f2e9906b,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,6.0,offer completed,36.0,5.0,1,5,1,1,1,1,5,M,34,2017-01-23,34000.0
103,fffad4f4828548d1b5583907f2e9906b,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,6.0,offer completed,516.0,5.0,0,5,1,1,1,1,5,M,34,2017-01-23,34000.0
104,fffad4f4828548d1b5583907f2e9906b,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,510.0,offer completed,516.0,5.0,0,5,1,1,1,1,5,M,34,2017-01-23,34000.0
105,c6a2cd4fdc104ea5896ac60300f6842d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,144.0,offer completed,162.0,10.0,1,2,1,1,1,1,10,F,76,2017-03-11,71000.0
106,c6a2cd4fdc104ea5896ac60300f6842d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,144.0,offer completed,378.0,10.0,0,2,1,1,1,1,10,F,76,2017-03-11,71000.0
107,c6a2cd4fdc104ea5896ac60300f6842d,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,366.0,offer completed,378.0,10.0,0,2,1,1,1,1,10,F,76,2017-03-11,71000.0
108,5ad59daa0d6b41f0a0c115443c1d8828,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,18.0,offer completed,114.0,7.0,1,3,1,1,1,1,7,M,23,2017-10-30,49000.0
109,23bc15e276d247669fd7d1c08a8fb678,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,144.0,offer completed,174.0,5.0,0,5,1,1,1,1,5,F,64,2015-10-12,95000.0
110,23bc15e276d247669fd7d1c08a8fb678,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,144.0,offer completed,414.0,5.0,0,5,1,1,1,1,5,F,64,2015-10-12,95000.0
111,23bc15e276d247669fd7d1c08a8fb678,f19421c1d4aa40978ebb69ca19b0e20d,bogo,offer received,0,offer viewed,174.0,offer completed,414.0,5.0,0,5,1,1,1,1,5,F,64,2015-10-12,95000.0
112,da6c95e567f94dfdb54c16073807fcfe,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,6.0,offer completed,144.0,7.0,1,5,1,1,1,0,5,M,72,2017-09-09,39000.0
113,da6c95e567f94dfdb54c16073807fcfe,9b98b8c7a33c4b65b9aebfe6a799e6d9,bogo,offer received,0,offer viewed,6.0,offer completed,288.0,7.0,0,5,1,1,1,0,5,M,72,2017-09-09,39000.0
114,fbc039723b044dfd8a1723a976d667d9,0b1e1539f2cc45b7b9fa7c272da2e1d7,discount,offer received,0,offer viewed,18.0,offer completed,150.0,10.0,1,5,1,1,0,0,20,F,55,2016-05-05,54000.0
115,24c1287eb7a84cfd80472a82e05b1d57,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,42.0,10.0,1,2,1,1,1,1,10,F,100,2015-08-28,63000.0
116,585fb2dc600d4a0f912d8911aba11203,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,12.0,offer completed,540.0,7.0,0,3,1,1,1,1,7,M,37,2016-01-09,50000.0
117,585fb2dc600d4a0f912d8911aba11203,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,504.0,offer completed,540.0,7.0,0,3,1,1,1,1,7,M,37,2016-01-09,50000.0
118,4e6eb10de9744995be7496f5b1cc7bcf,fafdcd668e3743c1bb461111dcafc2a4,discount,offer received,0,offer viewed,6.0,offer completed,72.0,10.0,1,2,1,1,1,1,10,M,20,2015-08-12,32000.0
119,b7658a8eab2f42668a9d66499b001e88,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,42.0,offer completed,144.0,7.0,1,10,0,1,1,1,10,F,57,2016-05-22,81000.0
120,b7658a8eab2f42668a9d66499b001e88,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,42.0,offer completed,558.0,7.0,0,10,0,1,1,1,10,F,57,2016-05-22,81000.0
121,b7658a8eab2f42668a9d66499b001e88,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,504.0,offer completed,558.0,7.0,0,10,0,1,1,1,10,F,57,2016-05-22,81000.0
122,a8719d4d305444579b2d2c1b777c3417,2298d6c36e964ae4a3e7e9706d1fb8c2,discount,offer received,0,offer viewed,6.0,offer completed,114.0,7.0,1,3,1,1,1,1,7,M,52,2014-04-25,85000.0
123,f970eafddcb34154aa4d646b4a71ca34,ae264e3637204a6fb9bb56bc8210ddfd,bogo,offer received,0,offer viewed,36.0,offer completed,42.0,7.0,1,10,0,1,1,1,10,F,66,2015-10-01,87000.0
